Planner,ProblemDim,Time,Actions
ff,2,0.008095979690551758,6
ff,2,0.008521795272827148,6
ff,2,0.008196830749511719,6
ff,2,0.010740518569946289,6
ff,2,0.008561134338378906,6
ff,3,0.011127471923828125,10
ff,3,0.011343240737915039,10
ff,3,0.010968208312988281,10
ff,3,0.01101064682006836,10
ff,3,0.011074304580688477,10
ff,4,0.009300708770751953,14
ff,4,0.008793115615844727,14
ff,4,0.010356426239013672,14
ff,4,0.008896827697753906,14
ff,4,0.008873939514160156,14
ff,5,0.01441502571105957,18
ff,5,0.009726762771606445,18
ff,5,0.008687496185302734,18
ff,5,0.009876012802124023,18
ff,5,0.005846261978149414,18
ff,6,0.005601644515991211,20
ff,6,0.006478548049926758,20
ff,6,0.005568742752075195,20
ff,6,0.005535602569580078,20
ff,6,0.006586551666259766,20
ff,7,0.013110876083374023,22
ff,7,0.012183427810668945,22
ff,7,0.012539148330688477,22
ff,7,0.012155771255493164,22
ff,7,0.012797355651855469,22
ff,8,0.027996540069580078,28
ff,8,0.029215097427368164,28
ff,8,0.02624797821044922,28
ff,8,0.02913069725036621,28
ff,8,0.03323554992675781,28
ff,9,0.026335716247558594,32
ff,9,0.01804375648498535,32
ff,9,0.018185853958129883,32
ff,9,0.022538185119628906,32
ff,9,0.01756739616394043,32
ff,10,0.033701419830322266,39
ff,10,0.03498435020446777,39
ff,10,0.03437328338623047,39
ff,10,0.037422895431518555,39
ff,10,0.03393864631652832,39
ff,11,0.03624558448791504,36
ff,11,0.04758501052856445,36
ff,11,0.05641508102416992,36
ff,11,0.14348292350769043,36
ff,11,0.11078000068664551,36
ff,12,0.08757519721984863,42
ff,12,0.1261606216430664,42
ff,12,0.15532207489013672,42
ff,12,0.08324146270751953,42
ff,12,0.08738136291503906,42
ff,13,0.11107683181762695,46
ff,13,0.13619160652160645,46
ff,13,0.11042356491088867,46
ff,13,0.16019415855407715,46
ff,13,0.15651631355285645,46
ff,14,0.16831111907958984,50
ff,14,0.1706867218017578,50
ff,14,0.29463672637939453,50
ff,14,0.17993521690368652,50
ff,14,0.2386646270751953,50
ff,15,0.713829755783081,56
ff,15,0.7701382637023926,56
ff,15,0.7407562732696533,56
ff,15,0.6041905879974365,56
ff,15,0.6736369132995605,56
ff,16,0.3610248565673828,56
ff,16,0.48891663551330566,56
ff,16,0.46494126319885254,56
ff,16,0.49489283561706543,56
ff,16,0.5103662014007568,56
ff,17,0.4248239994049072,60
ff,17,0.5005319118499756,60
ff,17,0.49753856658935547,60
ff,17,0.48746228218078613,60
ff,17,0.5140171051025391,60
ff,18,0.6481249332427979,63
ff,18,0.6109154224395752,63
ff,18,0.5390579700469971,63
ff,18,0.5590548515319824,63
ff,18,0.6032803058624268,63
ff,19,0.9320008754730225,66
ff,19,0.9212906360626221,66
ff,19,0.9225168228149414,66
ff,19,0.7848873138427734,66
ff,19,1.0242640972137451,66
ff,20,0.9171395301818848,68
ff,20,0.8597977161407471,68
ff,20,0.9493050575256348,68
ff,20,0.7988674640655518,68
ff,20,0.822174072265625,68
ff,21,1.210249900817871,74
ff,21,1.168595552444458,74
ff,21,1.1645941734313965,74
ff,21,1.1752231121063232,74
ff,21,1.138991117477417,74
ff,22,1.2441089153289795,76
ff,22,1.3782694339752197,76
ff,22,1.3410143852233887,76
ff,22,1.3661894798278809,76
ff,22,1.3372159004211426,76
ff,23,1.575946569442749,84
ff,23,1.52768874168396,84
ff,23,1.516580581665039,84
ff,23,1.3932344913482666,84
ff,23,1.4971833229064941,84
ff,24,1.844287633895874,83
ff,24,1.7506778240203857,83
ff,24,1.796800136566162,83
ff,24,1.79359769821167,83
ff,24,1.6198694705963135,83
ff,25,2.3240745067596436,89
ff,25,2.289426803588867,89
ff,25,2.2841696739196777,89
ff,25,2.246957302093506,89
ff,25,2.264529228210449,89
ff,26,2.858539581298828,90
ff,26,2.818995714187622,90
ff,26,2.831242799758911,90
ff,26,2.850694179534912,90
ff,26,2.855130434036255,90
ff,27,3.1414501667022705,96
ff,27,3.0864131450653076,96
ff,27,3.1031785011291504,96
ff,27,3.017385721206665,96
ff,27,3.131347417831421,96
ff,28,3.8150014877319336,107
ff,28,3.6462504863739014,107
ff,28,3.7196831703186035,107
ff,28,3.8387908935546875,107
ff,28,3.6834235191345215,107
ff,29,32.43433094024658,96
ff,29,32.037190437316895,96
ff,29,32.21919298171997,96
ff,29,31.969077825546265,96
ff,29,32.14846587181091,96
ff,30,16.239237546920776,110
