Planner,ProblemDim,Time,Actions
ff,2,0.008270025253295898,6
ff,2,0.008313179016113281,6
ff,2,0.00800776481628418,6
ff,3,0.010934591293334961,10
ff,3,0.012325763702392578,10
ff,3,0.01114201545715332,10
ff,4,0.012436866760253906,14
ff,4,0.012671947479248047,14
ff,4,0.012498617172241211,14
ff,5,0.0195767879486084,18
ff,5,0.016890764236450195,18
ff,5,0.017701148986816406,18
ff,6,0.02241063117980957,20
ff,6,0.021330595016479492,20
ff,6,0.021395206451416016,20
ff,7,0.038446664810180664,22
ff,7,0.03810524940490723,22
ff,7,0.03890657424926758,22
ff,8,0.0393373966217041,28
ff,8,0.021487951278686523,28
ff,8,0.019306182861328125,28
ff,9,0.025327444076538086,32
ff,9,0.015717267990112305,32
ff,9,0.015182971954345703,32
ff,10,0.03678131103515625,39
ff,10,0.036469221115112305,39
ff,10,0.036429643630981445,39
ff,11,0.03547358512878418,36
ff,11,0.03442883491516113,36
ff,11,0.03525090217590332,36
ff,12,0.0974893569946289,42
ff,12,0.08630633354187012,42
ff,12,0.08697986602783203,42
ff,13,0.11565685272216797,46
ff,13,0.11542367935180664,46
ff,13,0.11446976661682129,46
ff,14,0.22775626182556152,50
ff,14,0.18881845474243164,50
ff,14,0.19269800186157227,50
ff,15,0.495560884475708,56
ff,15,0.6508615016937256,56
ff,15,0.4900808334350586,56
ff,16,0.4991447925567627,56
ff,16,0.48045849800109863,56
ff,16,0.5007634162902832,56
ff,17,0.37670063972473145,60
ff,17,0.43382716178894043,60
ff,17,0.5179378986358643,60
ff,18,0.5178661346435547,63
ff,18,0.6680867671966553,63
ff,18,0.5509159564971924,63
ff,19,0.9827861785888672,66
ff,19,1.0086917877197266,66
ff,19,1.0275216102600098,66
ff,20,0.9138803482055664,68
ff,20,0.885951042175293,68
ff,20,0.7484936714172363,68
ff,21,1.304178237915039,74
ff,21,1.1766858100891113,74
ff,21,1.1563010215759277,74
ff,22,1.5935139656066895,76
ff,22,1.5516819953918457,76
ff,22,1.5120677947998047,76
ff,23,1.729004144668579,84
ff,23,1.7441794872283936,84
ff,23,1.7453017234802246,84
ff,24,2.0197343826293945,83
ff,24,1.900268316268921,83
ff,24,2.0459907054901123,83
ff,25,2.6262588500976562,89
ff,25,2.596414804458618,89
ff,25,2.593796968460083,89
ff,26,3.2844555377960205,90
ff,26,3.4158668518066406,90
ff,26,3.370708703994751,90
ff,27,3.539236307144165,96
ff,27,3.449388027191162,96
ff,27,3.646233558654785,96
ff,28,4.331026554107666,107
ff,28,4.4716551303863525,107
ff,28,4.464996099472046,107
ff,29,28.45374608039856,96
ff,29,28.011149644851685,96
ff,29,28.60364532470703,96
ff,30,15.739741802215576,110
ff,30,15.82756519317627,110
ff,30,16.018493175506592,110
ff,31,10.14984393119812,106
ff,31,10.492420196533203,106
ff,31,10.20941972732544,106
ff,32,15.198060274124146,118
ff,32,14.90397047996521,118
ff,32,14.545392990112305,118
ff,33,17.482760906219482,118
ff,33,17.163729906082153,118
ff,33,17.42012119293213,118
ff,34,18.815988540649414,123
ff,34,18.772457361221313,123
ff,34,18.820799350738525,123
ff,35,27.541873455047607,116
ff,35,27.0203058719635,116
ff,35,26.965267181396484,116
ff,36,29.817284107208252,128
ff,36,29.384644985198975,128
ff,36,29.715534448623657,128
ff,37,38.507359981536865,128
ff,37,37.93474721908569,128
ff,37,38.67497396469116,128
ff,38,33.05440139770508,138
ff,38,32.89755964279175,138
ff,38,33.23392176628113,138
ff,39,32.413692235946655,138
ff,39,31.627500295639038,138
ff,39,31.460601091384888,138
ff,40,45.49178099632263,142
ff,40,46.265312910079956,142
ff,40,46.61966633796692,142
ff,41,50.87635159492493,144
ff,41,49.97409105300903,144
ff,41,50.40774154663086,144
ff,42,65.61507153511047,146
ff,42,66.7131998538971,146
ff,42,66.31687903404236,146
